u-g,g-r,r-i,i-z,u-z,g-z,redshift_log,class
1.6195000000000022,0.9136799999999994,0.4320200000000014,0.28926999999999836,3.2544700000000013,1.6349699999999991,-0.8408980276451649,GALAXY
1.9012200000000021,1.0949399999999976,0.5017200000000024,0.37538999999999945,3.8732700000000015,1.9720499999999994,-0.8921502567512234,GALAXY
2.617419999999999,1.2843799999999987,0.5265900000000023,0.4676100000000005,4.896000000000001,2.2785800000000016,-0.8967584899020237,GALAXY
1.7966200000000008,1.1011000000000024,0.44976999999999734,0.3587900000000026,3.706280000000003,1.9096600000000024,-0.8812717887480532,GALAXY
1.7182700000000004,0.8503299999999996,0.5515299999999996,0.30886999999999887,3.4289999999999985,1.710729999999998,-1.1725716617431579,QSO
1.9399700000000024,0.6232299999999995,0.3331899999999983,0.12687999999999988,3.02327,1.0832999999999977,-1.2470782306470773,GALAXY
2.022079999999999,1.089500000000001,0.5116799999999984,0.4408500000000011,4.0641099999999994,2.0420300000000005,-0.8969331526568779,GALAXY
2.8479400000000012,1.5992499999999978,0.5620900000000013,0.39773999999999887,5.407019999999999,2.559079999999998,-0.6158151025859652,GALAXY
1.32545,0.6392600000000002,0.39340999999999937,0.21795999999999793,2.5760799999999975,1.2506299999999975,-0.9017433320540638,GALAXY
1.2403300000000002,0.5592900000000007,0.3192099999999982,0.3012100000000011,2.42004,1.17971,-1.4367800444230132,GALAXY
2.0599999999999987,0.9844499999999989,0.453850000000001,0.3750599999999995,3.873359999999998,1.8133599999999994,-1.0746874958692099,GALAXY
2.0280699999999996,0.9904800000000016,0.4779599999999995,0.3731800000000014,3.869690000000002,1.8416200000000025,-1.252393774261624,GALAXY
